,time,delay,route_replannings
0,7.199999999999999,474.5927432287309,4
1,12.599999999999996,615.5308259129101,5
2,16.199999999999996,623.0525720585043,13
3,18.6,498.05592421928793,7
4,35.40000000000004,277.40133698282114,2
5,41.400000000000055,187.7087982438588,1
6,45.000000000000064,796.9995463313311,19
7,47.40000000000007,404.2348458769935,7
8,60.6000000000001,518.2488443666604,11
9,72.00000000000003,1358.9241822126855,10
10,75.0,732.9203143430132,9
11,99.59999999999977,615.3641968251228,7
12,100.79999999999976,859.5891392806791,12
13,117.5999999999996,87.61222978226675,2
14,121.19999999999956,283.7327162776121,8
15,128.3999999999995,136.83041396016833,2
16,136.79999999999941,631.77938749362,7
17,139.1999999999994,162.28077367791678,3
18,155.39999999999924,321.2532129579965,5
19,166.19999999999914,697.3312875269438,8
20,167.39999999999912,127.51809446659058,2
21,169.1999999999991,874.5070193589326,6
22,169.7999999999991,1101.5525698004412,13
23,171.59999999999908,295.56580012928214,11
24,179.399999999999,806.1698495804242,10
25,187.19999999999894,919.089311974133,10
26,187.79999999999893,626.5852291585906,6
27,188.99999999999892,1007.7896542607499,18
28,202.1999999999988,645.5050472691155,9
29,204.59999999999877,332.1694463531709,5
30,222.5999999999986,627.2577739499377,8
31,224.39999999999858,3.7685644635748012,0
32,226.79999999999856,820.3187787657645,10
33,233.3999999999985,125.591421410014,1
34,236.39999999999847,152.4842821806476,1
35,240.59999999999843,201.5242432874924,3
36,241.79999999999842,1320.2520251869519,21
37,248.99999999999835,892.22218270543,7
38,249.59999999999835,251.81043519865062,3
39,255.5999999999983,202.90863384974955,5
40,259.7999999999984,1220.6516950349119,10
41,260.99999999999847,883.3256396051374,6
42,274.799999999999,139.27594865832268,3
43,277.7999999999991,333.01342258298934,6
44,278.3999999999991,1128.6566608788921,9
45,287.39999999999947,810.0831729298493,9
46,290.9999999999996,625.2375150154021,14
47,301.2,411.9578032311297,7
48,310.80000000000035,903.2209788801251,13
49,317.4000000000006,965.7891906023463,7
50,328.80000000000103,762.7806327232756,6
51,331.2000000000011,37.31170985654242,0
52,337.20000000000135,432.0363353172687,3
53,342.00000000000153,169.8633854656574,8
54,345.00000000000165,437.57447283940786,6
55,348.00000000000176,9.804387087177766,0
56,351.0000000000019,739.3676625785941,8
57,352.80000000000194,1411.4699046571204,26
58,354.000000000002,765.8952254467835,9
59,368.40000000000254,294.7677447865179,8
60,376.80000000000285,616.0774667352991,16
61,381.60000000000304,448.37574308595913,7
62,395.40000000000356,902.7914651903112,16
63,407.400000000004,686.7349403741147,8
64,412.8000000000042,531.2199240848058,12
65,418.80000000000445,136.6537553748925,4
66,422.4000000000046,609.2859219108622,10
67,433.200000000005,788.7477996827664,3
68,434.40000000000504,253.47809161032953,2
69,436.8000000000051,170.29330066745283,3
70,447.0000000000055,1001.5043942791935,6
71,457.2000000000059,549.7644181143378,13
72,465.6000000000062,506.51304493101645,19
73,477.6000000000067,1054.7784239779326,19
74,479.40000000000674,585.617744700791,13
75,508.80000000000786,1066.4195611285113,13
76,512.4000000000079,165.25272004517848,2
77,522.6000000000083,436.58250538954155,7
78,525.6000000000084,545.2256554708106,7
79,535.8000000000088,444.21737878458043,9
80,544.2000000000091,878.4753181803508,16
81,545.4000000000092,638.5665815364105,12
82,545.4000000000092,208.93194353449613,2
83,552.6000000000095,286.1083162548241,10
84,553.8000000000095,826.9627155129662,10
85,558.0000000000097,572.4995620316406,20
86,565.2000000000099,214.5854081628784,4
87,568.8000000000101,739.9028115146315,3
88,574.2000000000103,204.01296403990892,3
89,576.0000000000103,626.5905858941305,6
90,591.6000000000109,188.04455709672112,1
91,601.2000000000113,657.4703591658681,7
92,601.2000000000113,667.5916525653183,11
93,608.4000000000116,200.92699698786686,2
94,610.2000000000116,195.57923015751118,3
95,610.2000000000116,146.9714680044646,2
96,613.2000000000118,961.6193576205492,18
97,623.4000000000121,639.1335187211611,5
98,625.8000000000122,81.01272849520535,3
99,627.0000000000123,872.242854255749,13
100,627.6000000000123,490.3488438126403,2
101,628.2000000000123,258.6932650149805,2
102,629.4000000000124,28.612268563877997,0
103,648.0000000000131,931.0568635422069,7
104,653.4000000000133,287.22207095311575,10
105,653.4000000000133,129.69197423873572,4
106,660.0000000000135,1192.2073915589517,5
107,661.8000000000136,717.2667962338284,8
108,666.0000000000138,159.73270682299074,1
109,673.200000000014,153.13345307914193,4
110,679.2000000000143,392.57788158500836,4
111,689.4000000000146,197.8590855924611,2
112,691.8000000000147,940.1556617243465,13
113,698.400000000015,945.6409412544822,9
114,700.8000000000151,68.19868366041705,0
115,702.0000000000151,651.6599731533008,3
116,711.6000000000155,785.5326853696935,10
117,714.6000000000156,219.55296030464484,4
118,716.4000000000157,612.9934860515893,5
119,735.0000000000164,253.08158499175977,2
120,741.0000000000166,132.95482498610363,1
121,741.6000000000166,975.1769881705887,15
122,750.600000000017,351.9493570545565,5
123,754.8000000000171,1136.0461113312663,11
124,765.6000000000175,413.3574285423253,8
125,772.2000000000178,302.6971865243155,5
126,787.2000000000183,176.1475342645101,4
127,792.0000000000185,407.28839592581136,10
128,813.0000000000193,375.06252796048574,9
129,817.8000000000195,769.4101339618012,11
130,820.8000000000196,494.90649567686955,6
131,852.6000000000208,744.2789931433049,20
132,859.8000000000211,83.85452551567462,2
133,868.2000000000214,1249.0528383646829,7
134,876.6000000000217,348.30929418224883,5
135,886.2000000000221,1072.7907579174405,7
136,886.2000000000221,621.6408169950043,7
137,892.2000000000223,443.6640733543955,7
138,892.8000000000224,671.2632102578077,11
139,904.2000000000228,627.5816607721823,7
140,907.2000000000229,553.2894306558009,6
141,910.200000000023,1299.6136527336866,9
142,916.2000000000232,246.068078295143,8
143,924.6000000000236,924.8867875105079,14
144,931.8000000000238,1157.2102462043317,16
145,933.0000000000239,177.04306319910526,3
