,time,delay,route_replannings
0,29.400000000000027,622.7096309603793,7
1,46.20000000000007,182.93187431922354,3
2,52.80000000000008,583.5625907239051,8
3,63.60000000000011,902.2487893478926,8
4,69.60000000000005,194.22830384786687,2
5,75.6,247.40649619271517,2
6,77.39999999999998,430.2795451650726,5
7,77.99999999999997,319.2084519795622,4
8,83.99999999999991,899.8795145682748,13
9,89.99999999999986,156.5315719324282,0
10,91.19999999999985,224.2720027508898,1
11,109.79999999999967,342.25446030279886,1
12,113.99999999999963,143.8867540150901,0
13,116.9999999999996,245.99547977415295,4
14,119.39999999999958,399.03132155997037,5
15,125.39999999999952,236.0034932066775,4
16,130.19999999999948,12.079288296213882,0
17,131.39999999999947,1439.9128886548406,13
18,141.59999999999937,363.81895577824673,5
19,141.59999999999937,158.94469766855678,2
20,143.39999999999935,412.14480410840366,6
21,143.99999999999935,997.4625668252477,9
22,143.99999999999935,581.0737251630792,5
23,154.79999999999924,1196.925447741864,11
24,170.3999999999991,514.9578430508465,6
25,172.19999999999908,778.1121140526404,7
26,180.599999999999,766.5272583454631,9
27,190.1999999999989,229.9939716671323,4
28,206.39999999999876,907.0429249656237,9
29,208.19999999999874,129.06961559600063,2
30,211.7999999999987,295.1840576168207,5
31,213.5999999999987,979.6484602589687,9
32,229.19999999999854,409.6135764043702,5
33,257.99999999999835,125.92877907011541,1
34,263.39999999999856,1136.2697359035176,14
35,282.5999999999993,181.31355807785758,3
36,283.79999999999933,42.6323271744223,0
37,291.5999999999996,791.9619847905212,9
38,301.2,240.98399342667574,6
39,307.80000000000024,845.505021710896,15
40,307.80000000000024,89.38819171532373,1
41,312.6000000000004,902.9141544410671,9
42,313.80000000000047,291.04268205172815,5
43,315.60000000000053,653.0500199005496,7
44,325.8000000000009,1041.442715415076,12
45,331.2000000000011,1393.478157053068,17
46,339.0000000000014,467.31710636877835,10
47,351.6000000000019,493.4011857187653,7
48,357.0000000000021,73.00900996144014,3
49,369.00000000000256,109.77499483963061,1
50,372.0000000000027,453.2607512434537,5
51,385.8000000000032,441.2291700884305,3
52,391.2000000000034,48.059236472375574,0
53,399.6000000000037,439.7289451935444,6
54,402.60000000000383,761.6581352042343,12
55,417.6000000000044,116.63414747883112,0
56,419.40000000000447,289.1008531694925,3
57,421.20000000000454,373.2136727831444,4
58,443.4000000000054,203.55907228952026,0
59,449.4000000000056,495.11616013520586,6
60,453.60000000000576,75.48438514436157,0
61,456.6000000000059,129.92238499650625,2
62,458.40000000000595,969.8928282528293,12
63,462.6000000000061,911.6658275389615,9
64,462.6000000000061,67.01886802602701,2
65,474.00000000000654,58.475436667217856,1
66,477.6000000000067,1223.1125636886404,17
67,478.8000000000067,1310.1315755023268,15
68,480.00000000000676,1163.509459497684,11
69,484.2000000000069,161.50877075193074,2
70,502.2000000000076,301.9436253952595,4
71,511.20000000000795,296.58456462947504,1
72,513.000000000008,794.0873776457198,11
73,517.2000000000081,482.9605580550554,3
74,519.0000000000082,29.95913701872101,1
75,522.6000000000083,971.3053322829946,10
76,523.2000000000083,628.6387356075109,8
77,526.8000000000085,518.4946046407017,7
78,529.8000000000086,1039.8578633268771,12
79,533.4000000000087,444.3200554798915,7
80,535.8000000000088,63.12798326108606,0
81,561.0000000000098,571.6205418470872,5
82,561.6000000000098,205.34226275297698,2
83,562.2000000000098,1002.396254102201,9
84,562.8000000000098,929.8508411189417,9
85,577.2000000000104,136.864591850393,2
86,591.6000000000109,709.0064272305112,9
87,594.600000000011,733.2132632885783,6
88,595.2000000000111,1129.9171932407094,11
89,596.4000000000111,872.7757449999285,8
90,597.6000000000112,1316.365060306367,16
91,600.0000000000113,104.75742394455656,2
92,615.6000000000118,354.46553545405214,4
93,622.2000000000121,1537.502871574064,16
94,625.8000000000122,313.68646545491225,3
95,627.0000000000123,213.7761256498332,2
96,633.0000000000125,178.84874897167867,1
97,636.0000000000126,287.0895227543602,4
98,645.000000000013,298.6637394881342,4
99,646.200000000013,99.78803641830893,4
100,646.800000000013,118.24336601834693,0
101,665.4000000000137,874.1331656932997,10
102,666.6000000000138,270.65249034653306,4
103,668.4000000000138,973.9096709388541,13
104,672.000000000014,104.4956696512742,1
105,717.0000000000157,395.6953531562589,5
106,736.8000000000164,436.2242888225387,6
107,742.8000000000167,194.37011792040596,2
108,748.2000000000169,335.6996955950551,7
109,759.0000000000173,605.584742883718,6
110,764.4000000000175,873.3555395786648,11
111,774.0000000000178,409.5601374866786,4
112,781.2000000000181,568.1521101303898,5
113,782.4000000000182,201.35970559352677,2
114,784.8000000000183,433.0548566380081,6
115,790.8000000000185,227.1404737631312,4
116,796.2000000000187,169.88491168665362,1
117,807.0000000000191,1236.1757929204564,14
118,813.6000000000193,323.1608748381381,6
119,814.2000000000194,323.1522647178923,2
120,830.40000000002,396.33619672481007,5
121,832.20000000002,201.58927686479387,4
122,835.2000000000202,324.30154949955767,3
123,841.8000000000204,918.8996452885858,10
124,846.0000000000206,1178.83655192761,11
125,849.0000000000207,994.7032733784372,12
126,862.8000000000212,818.0501678480013,7
127,863.4000000000212,788.6567919016005,8
128,868.2000000000214,437.64798606159104,7
129,877.2000000000218,1481.8077365553847,15
130,886.2000000000221,126.16570455596633,1
131,890.4000000000223,810.3198629545486,8
132,903.0000000000227,58.7281018118758,1
133,904.2000000000228,156.9503892317195,0
134,906.0000000000229,887.2089627494034,10
135,919.2000000000234,186.9639665932567,5
136,949.2000000000245,609.4994491574274,7
137,952.8000000000246,76.0654073515613,0
138,965.4000000000251,387.1592131085431,8
139,967.8000000000252,1354.9183233225945,15
140,976.8000000000255,268.5107582024421,8
141,981.0000000000257,1022.9666183329052,12
142,982.2000000000257,198.3346291573451,3
143,982.8000000000258,1026.5441003664519,9
144,999.6000000000264,524.9440327148554,2
145,1011.6000000000269,155.75251072306725,3
146,1018.8000000000271,1128.5098206018633,11
147,1021.2000000000272,761.4952760014819,10
148,1024.8000000000272,932.3907567797894,14
149,1029.6000000000265,518.0515387486579,6
150,1029.6000000000265,148.57709427205913,0
151,1036.8000000000254,252.56928564986657,1
152,1044.0000000000243,381.895664502419,6
153,1045.2000000000241,827.0380280187912,7
154,1046.400000000024,386.98226396388213,4
155,1048.2000000000237,844.6420575232603,12
156,1050.6000000000233,138.42404575416944,1
157,1051.2000000000232,154.3745985405803,2
158,1059.000000000022,940.2658600089496,12
159,1071.0000000000202,1399.732630713843,17
160,1092.000000000017,949.8289195987304,9
161,1092.600000000017,413.43785543327647,3
162,1100.4000000000158,131.71613347533176,1
163,1125.600000000012,110.911222378611,0
164,1126.8000000000118,234.26944422189507,3
