,time,delay,route_replannings
0,0.6000000000000001,174.7733170105192,4
1,1.8000000000000003,208.66151167927245,5
2,9.599999999999998,532.2666168847794,16
3,28.200000000000024,360.3893267802361,9
4,29.400000000000027,594.1028934149174,9
5,31.20000000000003,221.3054924973362,9
6,35.40000000000004,857.7506669741415,13
7,42.60000000000006,22.522225746019913,0
8,53.400000000000084,1248.3612498022185,26
9,56.40000000000009,221.95013829249376,6
10,60.6000000000001,85.48063999703894,0
11,68.40000000000006,196.61279506824567,6
12,70.20000000000005,339.79163406545035,8
13,85.1999999999999,543.7717706353061,12
14,89.99999999999986,174.2560562014283,5
15,101.39999999999975,18.938686849074358,0
16,108.59999999999968,1655.5680619494049,19
17,118.19999999999959,1236.4960979673215,24
18,137.3999999999994,728.1270605377874,14
19,137.3999999999994,455.75854031930726,7
20,142.79999999999936,1203.6982860706064,31
21,157.19999999999922,541.0037810601009,7
22,160.1999999999992,943.6945176240515,20
23,160.7999999999992,531.4970977818739,10
24,175.19999999999905,628.4693108760857,15
25,182.39999999999898,464.5399441707948,13
26,184.19999999999897,286.0746749400039,6
27,191.9999999999989,671.9479970813396,14
28,196.79999999999885,113.93406165759427,4
29,214.79999999999868,276.0171605776181,6
30,220.79999999999862,946.2355659528155,10
31,221.9999999999986,719.6388511488027,14
32,221.9999999999986,605.4096377455953,14
33,229.19999999999854,290.752931230818,10
34,230.39999999999853,16.638242600424604,1
35,231.59999999999852,476.41611949655527,9
36,254.9999999999983,816.6558112953284,19
37,256.1999999999983,998.497518734966,19
38,259.7999999999984,1090.8357289810015,21
39,260.99999999999847,763.8610121943957,17
40,260.99999999999847,234.66967863733464,2
41,263.9999999999986,233.8439999940684,3
42,279.59999999999917,1333.0795396040135,25
43,283.1999999999993,484.637081814903,16
44,294.59999999999974,319.67401855690804,6
45,299.99999999999994,319.22345848577675,4
46,306.6000000000002,1374.569585922088,22
47,318.0000000000006,942.6037906171757,18
48,321.60000000000076,492.6226279868212,15
49,326.40000000000094,862.4962642716584,15
50,337.8000000000014,627.0893180079817,13
51,339.60000000000144,678.9571727892304,11
52,354.600000000002,1954.6881398661112,29
53,383.4000000000031,253.52607074902727,5
54,390.6000000000034,906.5137330346771,18
55,394.80000000000354,780.7010326114773,9
56,417.0000000000044,51.09674949306074,0
57,420.0000000000045,689.0458212163861,12
58,437.40000000000515,273.0168217123175,10
59,440.40000000000526,724.1640955257585,16
60,444.6000000000054,503.17516682271787,7
61,447.60000000000554,1501.3552071535569,16
62,448.20000000000556,1061.2549729115437,15
63,459.600000000006,688.9235471080879,15
64,484.2000000000069,1743.01083848002,26
65,492.60000000000724,598.4908413654186,12
66,495.00000000000733,197.84735750716538,5
67,498.00000000000745,638.7138973509151,17
68,503.40000000000765,1204.5109776534844,32
69,503.40000000000765,394.9533234220245,8
70,538.2000000000089,19.598525061637062,0
71,539.400000000009,191.10382851196908,1
72,540.000000000009,260.00651327559444,2
73,541.200000000009,216.64261927764088,7
74,544.2000000000091,276.7448906435647,3
75,552.0000000000094,1402.6119405436302,28
76,556.8000000000096,708.4550580288605,19
77,574.2000000000103,106.23270827097231,3
78,575.4000000000103,353.2992017442118,9
79,594.000000000011,665.6594856063201,5
80,595.8000000000111,581.2695175005106,10
81,602.4000000000113,928.577205098784,25
82,629.4000000000124,454.8184070119015,17
83,636.0000000000126,601.047358148288,16
84,669.6000000000139,1077.2385998630377,21
85,674.4000000000141,865.2364226513293,18
86,678.0000000000142,520.7517439682367,8
87,690.6000000000147,847.7759967868733,17
88,715.2000000000156,922.5432785800638,17
89,719.4000000000158,503.5071821769012,14
90,729.0000000000161,47.45204460386756,0
91,733.2000000000163,1176.5915267022274,29
92,734.4000000000163,807.3777146810671,17
93,734.4000000000163,50.04479721074662,0
94,743.4000000000167,731.7027773461404,19
95,748.2000000000169,724.5616193107556,20
96,748.8000000000169,663.828525449196,16
97,750.0000000000169,223.23939406915196,5
98,751.200000000017,660.918363691808,16
99,752.400000000017,259.56405494898183,7
100,759.0000000000173,41.152369092648556,2
101,766.2000000000176,1658.4828388448464,33
102,767.4000000000176,724.9322736433842,22
103,769.2000000000177,180.43719561020532,3
104,775.2000000000179,815.461573570753,11
105,793.2000000000186,747.9944851605358,22
106,798.0000000000188,401.2769649725288,10
107,801.0000000000189,314.1925966749045,9
108,803.400000000019,861.8196188650113,15
109,804.600000000019,814.495296017453,15
110,805.200000000019,491.72721935451193,12
111,813.6000000000193,530.4559313645199,15
112,831.60000000002,378.1295549242051,8
113,836.4000000000202,185.22727255671208,6
114,837.6000000000203,487.9816822518469,13
115,844.2000000000205,555.9830725807378,12
116,862.2000000000212,529.9366717543803,6
117,862.8000000000212,921.6795668552281,19
118,865.8000000000213,1067.2085357261506,26
119,865.8000000000213,552.5237027928067,13
120,870.6000000000215,580.3626570523159,12
121,872.4000000000216,749.9181952843796,12
122,872.4000000000216,284.71994640090975,4
123,875.4000000000217,106.99798047774692,2
124,879.6000000000219,2083.605192221694,39
125,889.2000000000222,294.4078275126226,4
126,897.6000000000225,860.4365353073788,16
127,899.4000000000226,762.2232060910324,17
128,900.6000000000226,731.7837234452023,14
129,903.0000000000227,786.4268568844959,17
130,915.6000000000232,303.74616859731384,11
131,920.4000000000234,1151.4807764238947,17
132,926.4000000000236,271.8506148498054,13
133,940.2000000000241,1197.384662411177,19
134,955.2000000000247,269.28273206998847,9
135,955.8000000000247,135.69829974854758,3
136,966.6000000000251,663.4592442401872,10
137,969.6000000000253,1005.1044912378894,13
138,972.6000000000254,404.24807849350475,12
139,976.8000000000255,280.69104890824303,6
140,985.8000000000259,869.7003882628266,9
141,1002.0000000000265,392.7163520088252,6
142,1003.8000000000266,1725.486482953342,28
143,1010.4000000000268,137.83009329054235,3
144,1018.8000000000271,1031.5757214011026,14
145,1021.2000000000272,511.2514012027709,10
146,1023.0000000000273,687.2164092012817,14
147,1024.2000000000273,623.6226753129401,7
148,1027.2000000000269,169.63783293219058,3
149,1034.4000000000258,325.28281093457485,6
150,1044.6000000000242,341.01160393803445,6
151,1050.0000000000234,395.84240231718326,8
152,1062.0000000000216,1045.4108275998021,19
153,1074.0000000000198,634.9665798390037,8
154,1097.4000000000162,580.5666026557913,13
155,1105.200000000015,1018.9766233479318,10
156,1107.0000000000148,681.0555353250586,13
157,1108.8000000000145,349.48509393276106,9
158,1119.000000000013,267.9334082728179,8
159,1122.6000000000124,763.6854069877396,18
160,1126.8000000000118,103.99121048649675,2
161,1138.80000000001,1299.339693096098,26
162,1140.6000000000097,14.350783630132355,0
163,1179.0000000000039,478.35358224015613,7
164,1181.4000000000035,1534.845257391959,31
165,1192.8000000000018,84.73589353861695,6
166,1199.4000000000008,24.599128801519022,0
167,1201.2000000000005,1350.1343157543283,15
168,1203.6000000000001,220.2644206619188,7
169,1213.1999999999987,1057.0267063978358,12
170,1214.3999999999985,223.48085923299644,6
171,1225.1999999999969,836.9771545910185,19
172,1225.1999999999969,274.1694028197357,6
173,1231.7999999999959,181.88911556999307,6
174,1234.7999999999954,599.821117400707,17
175,1235.3999999999953,905.503226590929,19
176,1238.9999999999948,263.3552146597797,6
177,1243.799999999994,871.7790800819411,23
178,1245.5999999999938,738.2567261103143,12
179,1248.5999999999933,275.5215732969436,4
180,1248.5999999999933,319.11639424588134,8
181,1251.5999999999929,503.16289688352975,11
182,1256.999999999992,553.5391220788765,11
183,1266.5999999999906,131.15156557220416,1
184,1268.9999999999902,944.6794132695434,13
185,1270.19999999999,1505.7243480356292,27
186,1271.3999999999899,474.5694044980319,9
187,1278.5999999999888,64.45345533696332,1
188,1283.399999999988,163.84130054171303,4
189,1283.999999999988,1031.2011960817163,22
190,1295.9999999999861,131.8086606226541,2
191,1297.7999999999859,823.4091195233226,20
192,1298.9999999999857,1388.3146673848569,35
193,1328.9999999999811,136.23586756793208,4
194,1337.9999999999798,249.09057378804823,9
195,1350.5999999999779,1167.6232413070488,23
196,1352.9999999999775,1083.9598301079138,27
197,1354.7999999999772,485.09133090006065,10
198,1358.3999999999767,789.4643980428499,10
199,1368.5999999999751,17.90024420992284,0
200,1369.799999999975,479.2703184173908,11
201,1373.3999999999744,419.07999796901936,12
202,1382.399999999973,626.4855131580069,11
203,1382.399999999973,449.78861146137916,10
204,1390.1999999999719,767.6926416702589,21
205,1403.3999999999699,1283.0084631550783,29
206,1403.3999999999699,920.1111776924458,15
207,1406.3999999999694,1062.3425421182826,16
208,1410.5999999999688,271.37565966874445,8
209,1421.999999999967,761.3518679255131,17
210,1423.7999999999668,474.348517755755,9
211,1426.7999999999663,1642.4092886081955,18
212,1439.3999999999644,1429.581778938736,14
213,1448.399999999963,789.6714846097212,15
214,1469.9999999999598,1012.6678241285849,20
215,1481.999999999958,1435.21755204603,26
216,1487.3999999999571,302.33717028717103,9
217,1495.199999999956,1429.127304959638,40
218,1504.1999999999546,964.3394609704922,20
219,1510.1999999999537,823.1018981268296,22
220,1528.199999999951,276.94730730349283,8
221,1544.3999999999485,1208.4322823966077,18
222,1563.5999999999456,1481.831379176462,20
223,1566.599999999945,81.53724754929723,2
224,1568.3999999999448,728.9675523133416,13
225,1573.199999999944,490.37028400958553,13
226,1594.199999999941,689.5547017429378,18
227,1595.9999999999407,788.8961486147472,15
228,1606.799999999939,239.13993386463437,6
229,1611.5999999999383,1330.2188769437714,28
230,1616.9999999999375,1621.0264391864957,14
231,1627.7999999999358,386.97585849325566,5
232,1634.9999999999347,263.571949507032,9
233,1645.1999999999332,382.8366890362179,6
234,1670.3999999999294,862.2660211385328,14
235,1675.7999999999286,19.003196397043965,0
236,1682.3999999999276,1071.4796501813591,28
237,1682.9999999999275,774.503259992968,13
238,1687.7999999999267,1141.7971972318885,10
239,1689.5999999999265,147.24690649673462,4
240,1693.7999999999258,257.2553986175956,6
241,1700.9999999999247,565.3955309138657,15
242,1704.5999999999242,1182.1681094966789,20
243,1708.7999999999236,697.5105543626958,9
244,1717.7999999999222,100.40079527909927,0
245,1735.7999999999195,1023.4876386706035,10
246,1736.3999999999194,310.648408030869,6
247,1754.9999999999166,315.9866386942594,6
248,1755.5999999999165,1080.2568363049286,28
249,1776.5999999999133,133.34334847353847,1
250,1777.799999999913,1434.6364871516862,30
251,1792.199999999911,952.0827152541742,19
252,1794.5999999999106,884.828523809769,22
253,1798.19999999991,66.60086133154832,0
254,1800.5999999999096,788.8118203221586,15
255,1800.5999999999096,547.546643296071,20
256,1800.5999999999096,97.80135165436013,1
257,1811.399999999908,981.2646033212359,16
258,1811.399999999908,600.6122064820819,9
259,1814.3999999999075,317.1546267238117,12
260,1817.399999999907,867.5177479109732,14
261,1832.9999999999047,419.41719937318123,10
262,1835.3999999999044,606.441389195542,12
263,1841.3999999999035,752.141767224154,20
264,1844.399999999903,530.4635898355284,16
265,1844.999999999903,1038.4263545844562,28
266,1850.399999999902,788.3570576590313,18
267,1852.1999999999018,663.6343059886418,7
268,1855.7999999999013,100.6710600783222,2
269,1858.7999999999008,1457.1182778642237,22
270,1870.799999999899,76.92152326939188,2
271,1878.5999999998978,733.5096778995016,14
272,1879.1999999998977,922.9149596477748,15
273,1882.1999999998973,815.0657612647783,15
274,1885.7999999998967,495.214554404085,11
275,1890.599999999896,951.3535753101169,29
276,1893.5999999998955,405.3264763806885,14
277,1897.799999999895,514.084974139609,13
278,1904.399999999894,644.2939512917809,19
279,1904.399999999894,830.9945979741933,22
280,1909.1999999998932,420.04579817149124,11
281,1916.999999999892,316.41207605701305,7
282,1918.1999999998918,707.714710688843,10
283,1924.199999999891,353.5672600812363,8
284,1931.3999999998898,171.9137801277863,4
285,1931.9999999998897,220.6576670939093,4
286,1937.399999999889,209.37359323885408,6
287,1937.9999999998888,264.5967159547547,8
288,1939.1999999998886,2044.0169234799805,31
289,1940.3999999998885,1158.6805655340904,11
290,1949.399999999887,289.8331265799081,5
291,1951.1999999998868,543.9693235296729,10
292,1973.3999999998834,477.4515615723942,13
293,1979.3999999998825,1332.057513311476,35
294,1979.3999999998825,763.8717640247303,10
295,1979.9999999998824,359.7826455439598,4
296,1986.5999999998814,600.1100550783206,13
297,2001.5999999998792,275.8071970334704,5
